时间		开盘		最高		最低		收盘		涨幅		振幅		总手		金额		换手%		成交次数		
2020-06-19,五	28.00		28.30		27.41		27.52		-2.31%		3.16%		6,086,143	168,533,720	11.70		11340		
2020-06-22,一	27.28		27.82		27.09		27.62		+0.36%		2.65%		4,777,527	131,127,863	9.19		8111		
2020-06-23,二	27.50		27.50		27.13		27.14		-1.74%		1.34%		4,087,580	111,421,099	7.86		6816		
2020-06-24,三	27.00		27.14		26.25		26.36		-2.87%		3.28%		4,883,607	129,502,423	9.39		8636		
2020-06-29,一	26.40		26.88		26.40		26.57		+0.80%		1.82%		3,070,739	81,650,982	5.91		4914		
2020-06-30,二	26.48		27.11		26.43		26.97		+1.51%		2.56%		3,899,406	104,441,373	7.50		6031		
2020-07-01,三	27.11		27.49		26.00		26.65		-1.19%		5.52%		5,429,952	145,810,060	10.44		9065		
2020-07-02,四	26.54		27.18		26.21		26.97		+1.20%		3.64%		4,647,702	124,806,525	8.94		8865		
2020-07-03,五	26.90		27.77		26.89		27.57		+2.22%		3.26%		6,768,955	185,649,860	13.02		11539		
2020-07-06,一	27.79		28.85		27.33		28.61		+3.77%		5.51%		10,160,618	286,267,140	19.54		16031		
2020-07-07,二	28.85		31.47		28.50		31.47		+10.00%		10.38%		18,506,195	568,208,920	35.59		23211		
2020-07-08,三	31.53		34.62		31.04		34.62		+10.01%		11.38%		17,323,245	559,517,810	33.31		22998		
2020-07-09,四	38.07		38.08		37.22		38.08		+9.99%		2.48%		5,079,644	193,229,750	9.77		5859		
2020-07-10,五	41.89		41.89		38.99		40.20		+5.57%		7.62%		27,596,344	1,134,216,460	53.07		43400		
2020-07-13,一	38.20		39.33		36.50		39.10		-2.74%		7.04%		19,392,857	740,621,140	37.29		35219		
2020-07-14,二	39.50		40.88		38.50		39.97		+2.23%		6.09%		16,254,440	646,506,250	31.26		30914		
2020-07-15,三	40.35		40.50		36.10		37.40		-6.43%		11.01%		10,058,416	383,718,050	19.34		20407		
2020-07-16,四	37.40		37.80		33.66		33.66		-10.00%		11.07%		9,823,634	349,413,770	18.89		20928		
2020-07-17,五	33.71		34.49		32.82		33.74		+0.24%		4.96%		6,514,954	219,719,360	12.53		13514		
2020-07-20,一	34.00		36.06		33.85		35.67		+5.72%		6.55%		6,785,653	236,696,590	13.05		14671		
2020-07-21,二	35.51		36.29		34.86		35.88		+0.59%		4.01%		5,770,220	205,726,960	11.10		11760		
2020-07-22,三	36.00		36.51		35.16		35.77		-0.31%		3.76%		4,649,021	167,334,350	8.94		10304		
2020-07-23,四	35.25		36.26		34.01		36.08		+0.87%		6.29%		5,666,479	200,658,270	10.90		13388		
2020-07-24,五	35.70		35.97		33.36		33.78		-6.37%		7.23%		5,045,830	174,482,850	9.70		12519		
2020-07-27,一	34.05		37.16		34.04		37.16		+10.01%		9.24%		8,980,213	329,637,260	17.27		13204		
2020-07-28,二	37.00		38.15		35.87		36.25		-2.45%		6.14%		9,144,542	334,710,700	17.59		20988		
2020-07-29,三	36.64		37.25		35.88		37.04		+2.18%		3.78%		5,704,900	209,072,460	10.97		12944		
2020-07-30,四	37.98		37.98		35.88		36.01		-2.78%		5.67%		5,878,528	213,555,630	11.30		14054		
2020-07-31,五	35.70		36.30		35.03		35.64		-1.03%		3.53%		4,675,533	166,175,620	8.99		10790		
2020-08-03,一	35.90		36.99		35.50		36.76		+3.14%		4.18%		4,988,252	182,309,660	9.59		10963		
2020-08-04,二	36.95		37.59		35.80		35.95		-2.20%		4.87%		4,778,893	174,154,490	9.19		11041		
2020-08-05,三	36.00		37.69		35.82		37.62		+4.65%		5.20%		6,701,324	247,775,760	12.89		17037		
2020-08-06,四	37.97		37.98		36.59		37.25		-0.98%		3.69%		4,484,981	166,369,020	8.62		12322		
2020-08-07,五	37.18		37.54		35.40		36.14		-2.98%		5.74%		4,732,265	171,158,760	9.10		10939		
2020-08-10,一	35.81		36.60		34.91		36.40		+0.72%		4.68%		4,246,218	151,978,190	8.17		8744		
2020-08-11,二	36.07		39.85		35.98		37.71		+3.60%		10.63%		8,115,850	308,315,730	15.61		16930		
2020-08-12,三	37.78		38.99		35.73		36.66		-2.78%		8.64%		4,993,487	184,977,270	9.60		12237		
2020-08-13,四	36.58		39.41		36.58		38.42		+4.80%		7.72%		6,895,199	263,101,600	13.26		16000		
2020-08-14,五	38.57		41.02		37.80		40.09		+4.35%		8.38%		8,298,578	327,813,640	15.96		18894		
2020-08-17,一	40.19		42.00		39.46		41.60		+3.77%		6.34%		7,753,925	317,984,360	14.91		15890		
2020-08-18,二	41.10		41.35		39.82		40.40		-2.88%		3.68%		5,427,427	219,229,050	10.44		11482		
2020-08-19,三	40.10		40.15		38.53		38.55		-4.58%		4.01%		4,195,119	164,117,720	8.07		9698		
2020-08-20,四	38.20		39.50		37.87		38.65		+0.26%		4.23%		2,724,000	105,657,002	5.24		5638		
2020-08-21,五	39.00		39.29		37.89		38.17		-1.24%		3.62%		2,648,046	101,789,863	5.09		6052		
2020-08-24,一	38.20		40.66		37.58		40.24		+5.42%		8.07%		4,021,847	159,266,620	7.73		8917		
2020-08-25,二	40.24		42.86		39.98		41.40		+2.88%		7.16%		5,861,951	244,028,970	11.27		12582		
2020-08-26,三	42.01		44.30		40.75		40.75		-1.57%		8.57%		8,058,827	343,499,270	15.50		17828		
2020-08-27,四	41.32		44.26		41.32		43.49		+6.72%		7.21%		6,390,148	274,695,230	12.29		17284		
2020-08-28,五	42.97		43.76		42.01		43.00		-1.13%		4.02%		5,685,404	244,042,170	10.93		15023		
2020-08-31,一	43.18		43.43		40.90		41.00		-4.65%		5.88%		4,969,941	208,504,920	9.56		12410		
2020-09-01,二	41.00		43.43		40.70		43.10		+5.12%		6.66%		4,263,821	181,249,680	8.20		10970		
2020-09-02,三	43.12		44.84		42.60		44.19		+2.53%		5.20%		4,099,984	180,027,220	7.88		13355		
2020-09-03,四	44.19		44.85		42.80		42.92		-2.87%		4.64%		3,742,531	163,422,480	7.20		11437		
2020-09-04,五	42.07		43.93		41.88		43.50		+1.35%		4.78%		3,129,573	134,170,659	6.02		9220		
2020-09-07,一	43.88		44.46		40.65		40.65		-6.55%		8.76%		4,547,083	192,184,230	8.74		11472		
2020-09-08,二	41.06		41.76		39.51		40.82		+0.42%		5.54%		2,738,533	110,836,552	5.27		7187		
2020-09-09,三	40.40		40.40		38.13		38.30		-6.17%		5.56%		3,231,538	126,045,927	6.21		8496		
2020-09-10,四	38.80		39.12		37.00		37.13		-3.05%		5.54%		2,705,125	102,544,397	5.20		8211		
2020-09-11,五	37.20		38.20		36.75		38.01		+2.37%		3.91%		2,118,641	79,558,914	4.07		5001		
2020-09-14,一	37.96		39.64		37.85		39.36		+3.55%		4.71%		3,237,166	126,020,928	6.23		6839		
2020-09-15,二	39.18		39.44		38.53		38.62		-1.88%		2.31%		1,759,200	68,445,445	3.38		5151		
2020-09-16,三	38.89		39.60		38.26		39.24		+1.61%		3.47%		2,741,070	106,715,259	5.27		6873		
2020-09-17,四	39.05		40.65		38.60		40.45		+3.08%		5.22%		2,800,648	111,485,675	5.39		7185		
2020-09-18,五	40.06		41.65		40.06		41.10		+1.61%		3.93%		1,757,000	71,783,890	3.38		5291		
2020-09-21,一	41.38		41.84		40.70		41.00		-0.24%		2.77%		1,098,964	45,105,444	2.11		3849		
2020-09-22,二	40.80		41.58		40.46		40.70		-0.73%		2.73%		1,272,878	52,157,887	2.45		4273		
2020-09-23,三	41.28		42.30		41.00		41.46		+1.87%		3.19%		1,385,406	57,417,806	2.66		4602		
2020-09-24,四	40.97		41.68		40.04		40.04		-3.42%		3.96%		1,494,021	60,890,503	2.87		4494		
2020-09-25,五	40.45		40.68		38.92		39.16		-2.20%		4.40%		1,421,600	56,226,321	2.73		5030		
2020-09-28,一	40.00		40.14		38.71		38.71		-1.15%		3.65%		1,476,664	58,057,207	2.84		5318		
2020-09-29,二	38.50		39.25		37.70		38.87		+0.41%		4.00%		1,348,141	51,918,027	2.59		5311		
2020-09-30,三	38.87		39.80		38.59		39.19		+0.82%		3.11%		1,013,005	39,865,202	1.95		3894		
2020-10-09,五	39.69		40.50		39.35		39.60		+1.05%		2.93%		1,601,700	63,722,842	3.08		5645		
2020-10-12,一	39.91		42.50		39.55		42.30		+6.82%		7.45%		3,234,005	133,740,314	6.22		11158		
2020-10-13,二	42.11		43.89		42.03		43.23		+2.20%		4.40%		3,183,390	137,390,060	6.12		10146		
2020-10-14,三	43.16		43.85		42.16		42.75		-1.11%		3.91%		2,020,573	86,759,348	3.89		7256		
2020-10-15,四	43.80		45.00		41.72		41.80		-2.22%		7.67%		4,245,700	182,648,640	8.16		12428		
2020-10-16,五	41.95		42.30		40.58		41.00		-1.91%		4.11%		2,029,113	83,668,489	3.90		7804		
2020-10-19,一	41.52		42.28		40.56		40.83		-0.41%		4.20%		3,774,305	155,891,840	7.26		11240		
2020-10-20,二	40.90		42.15		40.54		42.10		+3.11%		3.94%		1,486,100	61,670,750	2.86		5655		
2020-10-21,三	42.35		42.70		41.55		42.52		+1.00%		2.73%		1,667,100	70,184,597	3.21		5938		
